datetime,season,holiday,workingday,weather,temp,humidity,windspeed,count,day,month,day_number,year,hour
2011-01-05 06:00:00,1,0,1,1,8.2,47,15.0013,33,Wednesday,1,5,2011,6
2011-01-05 07:00:00,1,0,1,1,7.38,43,12.998,88,Wednesday,1,5,2011,7
2011-01-05 08:00:00,1,0,1,1,8.2,40,19.9995,195,Wednesday,1,5,2011,8
2011-01-05 09:00:00,1,0,1,1,9.02,37,22.0028,115,Wednesday,1,5,2011,9
2011-01-05 10:00:00,1,0,1,1,9.02,37,22.0028,57,Wednesday,1,5,2011,10
2011-01-05 11:00:00,1,0,1,1,10.66,33,22.0028,46,Wednesday,1,5,2011,11
2011-01-05 12:00:00,1,0,1,1,10.66,33,22.0028,79,Wednesday,1,5,2011,12
2011-01-05 13:00:00,1,0,1,1,11.48,30,19.9995,71,Wednesday,1,5,2011,13
2011-01-05 14:00:00,1,0,1,1,12.3,28,12.998,62,Wednesday,1,5,2011,14
2011-01-05 15:00:00,1,0,1,1,12.3,28,12.998,62,Wednesday,1,5,2011,15
2011-01-05 16:00:00,1,0,1,1,12.3,28,6.0032,89,Wednesday,1,5,2011,16
2011-01-05 17:00:00,1,0,1,1,9.84,38,12.998,190,Wednesday,1,5,2011,17
2011-01-05 18:00:00,1,0,1,1,9.84,38,8.9981,169,Wednesday,1,5,2011,18
2011-01-05 19:00:00,1,0,1,1,9.84,38,7.0015,132,Wednesday,1,5,2011,19
2011-01-05 20:00:00,1,0,1,1,9.02,47,11.0014,89,Wednesday,1,5,2011,20
2011-01-05 21:00:00,1,0,1,1,8.2,51,12.998,43,Wednesday,1,5,2011,21
2011-01-05 22:00:00,1,0,1,1,7.38,55,8.9981,42,Wednesday,1,5,2011,22
2011-01-05 23:00:00,1,0,1,1,8.2,47,0.0,19,Wednesday,1,5,2011,23
2011-01-06 00:00:00,1,0,1,1,7.38,55,0.0,11,Thursday,1,6,2011,0
2011-01-06 01:00:00,1,0,1,1,6.56,64,0.0,4,Thursday,1,6,2011,1
2011-01-06 02:00:00,1,0,1,1,6.56,64,0.0,2,Thursday,1,6,2011,2
2011-01-06 04:00:00,1,0,1,2,6.56,64,6.0032,1,Thursday,1,6,2011,4
2011-01-06 05:00:00,1,0,1,2,5.74,69,6.0032,4,Thursday,1,6,2011,5
2011-01-06 06:00:00,1,0,1,2,5.74,63,7.0015,36,Thursday,1,6,2011,6
2011-01-06 07:00:00,1,0,1,2,6.56,59,0.0,95,Thursday,1,6,2011,7
2011-01-06 08:00:00,1,0,1,1,6.56,59,0.0,219,Thursday,1,6,2011,8
2011-01-06 09:00:00,1,0,1,2,7.38,51,0.0,122,Thursday,1,6,2011,9
2011-01-06 10:00:00,1,0,1,1,8.2,47,0.0,45,Thursday,1,6,2011,10
2011-01-06 11:00:00,1,0,1,1,9.02,44,6.0032,59,Thursday,1,6,2011,11
2011-01-06 12:00:00,1,0,1,1,10.66,35,0.0,84,Thursday,1,6,2011,12
2011-01-06 13:00:00,1,0,1,1,10.66,35,7.0015,67,Thursday,1,6,2011,13
2011-01-06 14:00:00,1,0,1,1,11.48,36,11.0014,70,Thursday,1,6,2011,14
2011-01-06 15:00:00,1,0,1,1,11.48,36,0.0,62,Thursday,1,6,2011,15
2011-01-06 16:00:00,1,0,1,1,10.66,38,11.0014,86,Thursday,1,6,2011,16
2011-01-06 17:00:00,1,0,1,1,9.02,51,11.0014,172,Thursday,1,6,2011,17
2011-01-06 18:00:00,1,0,1,1,9.02,51,8.9981,163,Thursday,1,6,2011,18
2011-01-06 19:00:00,1,0,1,1,9.02,55,6.0032,112,Thursday,1,6,2011,19
2011-01-06 20:00:00,1,0,1,1,8.2,51,11.0014,69,Thursday,1,6,2011,20
2011-01-06 21:00:00,1,0,1,2,9.02,55,15.0013,48,Thursday,1,6,2011,21
2011-01-06 22:00:00,1,0,1,2,9.02,51,19.0012,52,Thursday,1,6,2011,22
2011-01-06 23:00:00,1,0,1,2,8.2,59,12.998,23,Thursday,1,6,2011,23
2011-01-07 00:00:00,1,0,1,2,8.2,64,12.998,17,Friday,1,7,2011,0
2011-01-07 01:00:00,1,0,1,2,8.2,69,15.0013,7,Friday,1,7,2011,1
2011-01-07 02:00:00,1,0,1,2,8.2,69,15.0013,1,Friday,1,7,2011,2
2011-01-07 04:00:00,1,0,1,2,8.2,69,8.9981,1,Friday,1,7,2011,4
2011-01-07 05:00:00,1,0,1,3,9.02,55,0.0,5,Friday,1,7,2011,5
2011-01-07 06:00:00,1,0,1,2,8.2,69,0.0,34,Friday,1,7,2011,6
2011-01-07 07:00:00,1,0,1,1,8.2,69,8.9981,84,Friday,1,7,2011,7
2011-01-07 08:00:00,1,0,1,1,8.2,51,16.9979,210,Friday,1,7,2011,8
2011-01-07 09:00:00,1,0,1,1,8.2,47,19.9995,134,Friday,1,7,2011,9
2011-01-07 10:00:00,1,0,1,1,9.02,37,22.0028,63,Friday,1,7,2011,10
2011-01-07 11:00:00,1,0,1,2,8.2,40,15.0013,67,Friday,1,7,2011,11
2011-01-07 12:00:00,1,0,1,2,8.2,37,16.9979,59,Friday,1,7,2011,12
2011-01-07 13:00:00,1,0,1,2,8.2,37,19.0012,73,Friday,1,7,2011,13
2011-01-07 14:00:00,1,0,1,2,8.2,40,16.9979,50,Friday,1,7,2011,14
2011-01-07 15:00:00,1,0,1,2,8.2,37,11.0014,72,Friday,1,7,2011,15
2011-01-07 16:00:00,1,0,1,2,8.2,37,11.0014,87,Friday,1,7,2011,16
2011-01-07 17:00:00,1,0,1,2,8.2,37,0.0,187,Friday,1,7,2011,17
2011-01-07 18:00:00,1,0,1,1,8.2,40,6.0032,123,Friday,1,7,2011,18
2011-01-07 19:00:00,1,0,1,1,6.56,55,6.0032,95,Friday,1,7,2011,19
2011-01-07 20:00:00,1,0,1,1,7.38,47,7.0015,51,Friday,1,7,2011,20
2011-01-07 21:00:00,1,0,1,1,7.38,47,8.9981,39,Friday,1,7,2011,21
2011-01-07 22:00:00,1,0,1,2,7.38,43,11.0014,36,Friday,1,7,2011,22
2011-01-07 23:00:00,1,0,1,2,7.38,51,11.0014,15,Friday,1,7,2011,23
2011-01-08 00:00:00,1,0,0,2,7.38,51,11.0014,25,Saturday,1,8,2011,0
2011-01-08 01:00:00,1,0,0,2,7.38,55,6.0032,16,Saturday,1,8,2011,1
2011-01-08 02:00:00,1,0,0,2,7.38,55,0.0,16,Saturday,1,8,2011,2
2011-01-08 03:00:00,1,0,0,3,7.38,55,11.0014,7,Saturday,1,8,2011,3
2011-01-08 04:00:00,1,0,0,3,7.38,55,11.0014,1,Saturday,1,8,2011,4
2011-01-08 05:00:00,1,0,0,2,6.56,74,11.0014,5,Saturday,1,8,2011,5
2011-01-08 06:00:00,1,0,0,2,6.56,74,11.0014,2,Saturday,1,8,2011,6
2011-01-08 07:00:00,1,0,0,2,6.56,74,7.0015,9,Saturday,1,8,2011,7
2011-01-08 08:00:00,1,0,0,3,6.56,93,7.0015,15,Saturday,1,8,2011,8
2011-01-08 09:00:00,1,0,0,3,6.56,93,7.0015,20,Saturday,1,8,2011,9
2011-01-08 10:00:00,1,0,0,2,7.38,80,11.0014,61,Saturday,1,8,2011,10
2011-01-08 11:00:00,1,0,0,2,8.2,69,26.0027,62,Saturday,1,8,2011,11
2011-01-08 12:00:00,1,0,0,2,8.2,59,23.9994,98,Saturday,1,8,2011,12
2011-01-08 13:00:00,1,0,0,1,8.2,44,22.0028,102,Saturday,1,8,2011,13
2011-01-08 14:00:00,1,0,0,1,8.2,32,32.9975,95,Saturday,1,8,2011,14
2011-01-08 15:00:00,1,0,0,1,8.2,32,30.0026,74,Saturday,1,8,2011,15
2011-01-08 16:00:00,1,0,0,1,7.38,29,30.0026,76,Saturday,1,8,2011,16
2011-01-08 17:00:00,1,0,0,1,6.56,37,36.9974,69,Saturday,1,8,2011,17
2011-01-08 18:00:00,1,0,0,1,5.74,39,19.9995,55,Saturday,1,8,2011,18
2011-01-08 19:00:00,1,0,0,1,5.74,36,16.9979,30,Saturday,1,8,2011,19
2011-01-08 20:00:00,1,0,0,1,4.92,36,16.9979,28,Saturday,1,8,2011,20
2011-01-08 21:00:00,1,0,0,1,4.92,39,23.9994,37,Saturday,1,8,2011,21
2011-01-08 22:00:00,1,0,0,1,4.92,36,26.0027,34,Saturday,1,8,2011,22
2011-01-08 23:00:00,1,0,0,1,4.1,39,30.0026,22,Saturday,1,8,2011,23
2011-01-09 00:00:00,1,0,0,1,4.1,42,26.0027,25,Sunday,1,9,2011,0
2011-01-09 01:00:00,1,0,0,1,4.1,42,31.0009,12,Sunday,1,9,2011,1
2011-01-09 02:00:00,1,0,0,1,4.1,46,31.0009,11,Sunday,1,9,2011,2
2011-01-09 03:00:00,1,0,0,1,4.1,46,27.9993,4,Sunday,1,9,2011,3
2011-01-09 04:00:00,1,0,0,1,3.28,53,12.998,1,Sunday,1,9,2011,4
2011-01-09 05:00:00,1,0,0,1,3.28,53,12.998,1,Sunday,1,9,2011,5
2011-01-09 06:00:00,1,0,0,1,4.1,49,19.0012,1,Sunday,1,9,2011,6
2011-01-09 07:00:00,1,0,0,1,3.28,53,12.998,6,Sunday,1,9,2011,7
2011-01-09 08:00:00,1,0,0,1,4.1,49,19.0012,10,Sunday,1,9,2011,8
2011-01-09 09:00:00,1,0,0,1,4.92,46,35.0008,19,Sunday,1,9,2011,9
2011-01-09 10:00:00,1,0,0,1,5.74,43,26.0027,49,Sunday,1,9,2011,10
2011-01-09 11:00:00,1,0,0,1,6.56,40,35.0008,49,Sunday,1,9,2011,11
2011-01-09 12:00:00,1,0,0,1,7.38,37,30.0026,83,Sunday,1,9,2011,12
2011-01-09 13:00:00,1,0,0,1,8.2,34,30.0026,75,Sunday,1,9,2011,13
2011-01-09 14:00:00,1,0,0,1,9.02,32,31.0009,72,Sunday,1,9,2011,14
2011-01-09 15:00:00,1,0,0,1,9.02,35,23.9994,82,Sunday,1,9,2011,15
2011-01-09 16:00:00,1,0,0,1,8.2,34,30.0026,92,Sunday,1,9,2011,16
2011-01-09 17:00:00,1,0,0,1,7.38,37,26.0027,62,Sunday,1,9,2011,17
2011-01-09 18:00:00,1,0,0,1,6.56,40,22.0028,48,Sunday,1,9,2011,18
2011-01-09 19:00:00,1,0,0,1,6.56,43,22.0028,41,Sunday,1,9,2011,19
2011-01-09 20:00:00,1,0,0,1,5.74,46,16.9979,38,Sunday,1,9,2011,20
2011-01-09 21:00:00,1,0,0,1,5.74,46,27.9993,20,Sunday,1,9,2011,21
2011-01-09 22:00:00,1,0,0,1,5.74,46,19.9995,15,Sunday,1,9,2011,22
2011-01-09 23:00:00,1,0,0,1,4.92,50,12.998,6,Sunday,1,9,2011,23
2011-01-10 00:00:00,1,0,1,1,4.92,50,19.0012,5,Monday,1,10,2011,0
2011-01-10 01:00:00,1,0,1,1,4.92,50,19.0012,1,Monday,1,10,2011,1
2011-01-10 02:00:00,1,0,1,1,4.92,50,15.0013,3,Monday,1,10,2011,2
2011-01-10 03:00:00,1,0,1,1,4.92,50,15.0013,1,Monday,1,10,2011,3
2011-01-10 04:00:00,1,0,1,1,4.1,54,8.9981,3,Monday,1,10,2011,4
2011-01-10 05:00:00,1,0,1,1,4.1,54,16.9979,3,Monday,1,10,2011,5
2011-01-10 06:00:00,1,0,1,1,4.92,50,19.0012,31,Monday,1,10,2011,6
2011-01-10 07:00:00,1,0,1,1,4.92,50,15.0013,77,Monday,1,10,2011,7
2011-01-10 08:00:00,1,0,1,2,4.92,50,19.0012,188,Monday,1,10,2011,8
2011-01-10 09:00:00,1,0,1,2,5.74,50,16.9979,94,Monday,1,10,2011,9
2011-01-10 10:00:00,1,0,1,2,5.74,50,19.9995,31,Monday,1,10,2011,10
2011-01-10 11:00:00,1,0,1,2,6.56,47,19.0012,30,Monday,1,10,2011,11
2011-01-10 12:00:00,1,0,1,2,8.2,40,19.0012,52,Monday,1,10,2011,12
2011-01-10 13:00:00,1,0,1,2,8.2,40,19.0012,54,Monday,1,10,2011,13
2011-01-10 14:00:00,1,0,1,2,8.2,40,15.0013,47,Monday,1,10,2011,14
2011-01-10 15:00:00,1,0,1,2,8.2,40,15.0013,45,Monday,1,10,2011,15
2011-01-10 16:00:00,1,0,1,1,8.2,40,8.9981,74,Monday,1,10,2011,16
2011-01-10 17:00:00,1,0,1,1,8.2,40,7.0015,178,Monday,1,10,2011,17
2011-01-10 18:00:00,1,0,1,1,8.2,40,15.0013,155,Monday,1,10,2011,18
2011-01-10 19:00:00,1,0,1,1,6.56,47,11.0014,95,Monday,1,10,2011,19
2011-01-10 20:00:00,1,0,1,1,6.56,50,11.0014,74,Monday,1,10,2011,20
2011-01-10 21:00:00,1,0,1,1,5.74,59,12.998,38,Monday,1,10,2011,21
2011-01-10 22:00:00,1,0,1,1,5.74,59,11.0014,24,Monday,1,10,2011,22
2011-01-10 23:00:00,1,0,1,1,5.74,59,11.0014,18,Monday,1,10,2011,23
2011-01-11 00:00:00,1,0,1,1,5.74,59,7.0015,12,Tuesday,1,11,2011,0
2011-01-11 01:00:00,1,0,1,1,5.74,59,11.0014,3,Tuesday,1,11,2011,1
2011-01-11 02:00:00,1,0,1,2,6.56,55,12.998,3,Tuesday,1,11,2011,2
2011-01-11 05:00:00,1,0,1,2,6.56,55,8.9981,6,Tuesday,1,11,2011,5
2011-01-11 06:00:00,1,0,1,2,6.56,55,8.9981,27,Tuesday,1,11,2011,6
2011-01-11 07:00:00,1,0,1,2,6.56,55,0.0,99,Tuesday,1,11,2011,7
2011-01-11 08:00:00,1,0,1,2,7.38,51,6.0032,217,Tuesday,1,11,2011,8
2011-01-11 09:00:00,1,0,1,2,7.38,51,11.0014,130,Tuesday,1,11,2011,9
2011-01-11 10:00:00,1,0,1,2,8.2,51,11.0014,54,Tuesday,1,11,2011,10
2011-01-11 11:00:00,1,0,1,2,8.2,47,8.9981,35,Tuesday,1,11,2011,11
2011-01-11 12:00:00,1,0,1,2,8.2,51,7.0015,57,Tuesday,1,11,2011,12
2011-01-11 13:00:00,1,0,1,2,8.2,59,6.0032,52,Tuesday,1,11,2011,13
2011-01-11 14:00:00,1,0,1,2,8.2,59,6.0032,63,Tuesday,1,11,2011,14
2011-01-11 15:00:00,1,0,1,2,6.56,80,6.0032,47,Tuesday,1,11,2011,15
2011-01-11 16:00:00,1,0,1,2,6.56,86,15.0013,76,Tuesday,1,11,2011,16
2011-01-11 17:00:00,1,0,1,2,6.56,86,15.0013,136,Tuesday,1,11,2011,17
2011-01-11 18:00:00,1,0,1,3,6.56,93,7.0015,95,Tuesday,1,11,2011,18
2011-01-11 19:00:00,1,0,1,3,6.56,93,0.0,51,Tuesday,1,11,2011,19
2011-01-11 20:00:00,1,0,1,3,6.56,93,12.998,32,Tuesday,1,11,2011,20
2011-01-11 21:00:00,1,0,1,3,6.56,86,6.0032,20,Tuesday,1,11,2011,21
2011-01-11 22:00:00,1,0,1,3,6.56,93,7.0015,29,Tuesday,1,11,2011,22
2011-01-11 23:00:00,1,0,1,3,6.56,93,6.0032,19,Tuesday,1,11,2011,23
2011-01-12 00:00:00,1,0,1,2,6.56,86,6.0032,7,Wednesday,1,12,2011,0
2011-01-12 01:00:00,1,0,1,2,6.56,86,7.0015,6,Wednesday,1,12,2011,1
2011-01-12 02:00:00,1,0,1,1,5.74,86,8.9981,1,Wednesday,1,12,2011,2
2011-01-12 05:00:00,1,0,1,1,5.74,86,11.0014,5,Wednesday,1,12,2011,5
2011-01-12 06:00:00,1,0,1,1,4.92,93,8.9981,16,Wednesday,1,12,2011,6
2011-01-12 07:00:00,1,0,1,1,5.74,69,8.9981,54,Wednesday,1,12,2011,7
2011-01-12 08:00:00,1,0,1,1,6.56,59,11.0014,128,Wednesday,1,12,2011,8
2011-01-12 09:00:00,1,0,1,1,6.56,59,22.0028,81,Wednesday,1,12,2011,9
2011-01-12 10:00:00,1,0,1,1,7.38,55,15.0013,39,Wednesday,1,12,2011,10
2011-01-12 11:00:00,1,0,1,1,8.2,51,26.0027,35,Wednesday,1,12,2011,11
2011-01-12 12:00:00,1,0,1,1,8.2,47,39.0007,55,Wednesday,1,12,2011,12
2011-01-12 13:00:00,1,0,1,1,9.02,44,23.9994,49,Wednesday,1,12,2011,13
2011-01-12 14:00:00,1,0,1,1,8.2,47,22.0028,44,Wednesday,1,12,2011,14
2011-01-12 15:00:00,1,0,1,1,8.2,47,27.9993,49,Wednesday,1,12,2011,15
2011-01-12 16:00:00,1,0,1,1,9.02,44,22.0028,68,Wednesday,1,12,2011,16
2011-01-12 17:00:00,1,0,1,1,8.2,47,23.9994,139,Wednesday,1,12,2011,17
2011-01-12 18:00:00,1,0,1,1,8.2,47,35.0008,137,Wednesday,1,12,2011,18
2011-01-12 19:00:00,1,0,1,1,7.38,47,27.9993,83,Wednesday,1,12,2011,19
2011-01-12 20:00:00,1,0,1,1,6.56,50,22.0028,56,Wednesday,1,12,2011,20
2011-01-12 21:00:00,1,0,1,1,6.56,55,22.0028,57,Wednesday,1,12,2011,21
2011-01-12 22:00:00,1,0,1,1,6.56,55,30.0026,33,Wednesday,1,12,2011,22
2011-01-12 23:00:00,1,0,1,1,5.74,59,27.9993,20,Wednesday,1,12,2011,23
2011-01-13 00:00:00,1,0,1,1,5.74,59,19.0012,7,Thursday,1,13,2011,0
2011-01-13 01:00:00,1,0,1,1,5.74,50,19.0012,2,Thursday,1,13,2011,1
2011-01-13 02:00:00,1,0,1,1,5.74,50,23.9994,2,Thursday,1,13,2011,2
2011-01-13 03:00:00,1,0,1,1,5.74,50,22.0028,3,Thursday,1,13,2011,3
2011-01-13 04:00:00,1,0,1,1,5.74,50,16.9979,4,Thursday,1,13,2011,4
2011-01-13 05:00:00,1,0,1,1,5.74,50,19.9995,3,Thursday,1,13,2011,5
2011-01-13 06:00:00,1,0,1,1,4.92,54,8.9981,28,Thursday,1,13,2011,6
2011-01-13 07:00:00,1,0,1,1,4.92,54,8.9981,72,Thursday,1,13,2011,7
2011-01-13 08:00:00,1,0,1,1,5.74,50,12.998,202,Thursday,1,13,2011,8
2011-01-13 09:00:00,1,0,1,1,5.74,50,22.0028,139,Thursday,1,13,2011,9
2011-01-13 10:00:00,1,0,1,2,6.56,50,23.9994,38,Thursday,1,13,2011,10
2011-01-13 11:00:00,1,0,1,2,8.2,44,30.0026,37,Thursday,1,13,2011,11
2011-01-13 12:00:00,1,0,1,1,8.2,44,27.9993,52,Thursday,1,13,2011,12
